Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Chromosome/scaffold name
ENSG00000143630	ENSG00000143630.10	HCN3	155277463	1
ENSG00000224292	ENSG00000224292.1	AF196972.1	48506523	X
ENSG00000250733	ENSG00000250733.5	C8orf17	139931172	8
ENSG00000277449	ENSG00000277449.1	CEBPB-AS1	50184598	20
ENSG00000237984	ENSG00000237984.3	PTENP1	33673504	9
ENSG00000172216	ENSG00000172216.5	CEBPB	50190734	20
ENSG00000120800	ENSG00000120800.5	UTP20	101280105	12
ENSG00000259891	ENSG00000259891.1	AC107375.1	140505813	8
ENSG00000281128	ENSG00000281128.2	PTENP1-AS	33676785	9
ENSG00000233791	ENSG00000233791.5	LINC01136	203298758	1
ENSG00000225418	ENSG00000225418.1	AKR1C5P	5122087	10
ENSG00000230247	ENSG00000230247.2	HNRNPH3P1	80529037	X
ENSG00000161270	ENSG00000161270.19	NPHS1	35825964	19
ENSG00000231165	ENSG00000231165.3	TRBV26OR9-2	33695767	9
ENSG00000241105	ENSG00000241105.1	AC022730.1	70506251	8
ENSG00000104472	ENSG00000104472.10	CHRAC1	140511311	8
ENSG00000228051	ENSG00000228051.1	AL512504.2	80560146	X
ENSG00000260947	ENSG00000260947.1	AL356489.2	33697459	9
ENSG00000228612	ENSG00000228612.2	HK2P1	80571871	X
ENSG00000279837	ENSG00000279837.1	AC112694.2	18601882	11
ENSG00000237429	ENSG00000237429.1	BX293535.1	27525805	1
ENSG00000179119	ENSG00000179119.15	SPTY2D1	18606403	11
ENSG00000273957	ENSG00000273957.1	AC113385.2	100388853	5
ENSG00000278842	ENSG00000278842.1	AC008147.4	50286244	12
ENSG00000159388	ENSG00000159388.6	BTG2	203305491	1
ENSG00000242439	ENSG00000242439.1	AC127024.1	30830901	17
ENSG00000240775	ENSG00000240775.1	AC021205.1	122840343	4
ENSG00000077150	ENSG00000077150.20	NFKB2	102394110	10
ENSG00000273007	ENSG00000273007.2	AC021205.3	122879778	4
ENSG00000226349	ENSG00000226349.1	AC099066.1	225710968	1
ENSG00000227496	ENSG00000227496.3	AC099066.2	225700264	1
ENSG00000254014	ENSG00000254014.1	AC009902.1	81244156	8
ENSG00000227688	ENSG00000227688.2	HNRNPA3P2	36620403	20
ENSG00000253677	ENSG00000253677.1	UBE2HP1	81254870	8
ENSG00000131061	ENSG00000131061.14	ZNF341	33731657	20
ENSG00000259399	ENSG00000259399.1	TGIF2-RAB5IF	36574553	20
ENSG00000287230	ENSG00000287230.1	AC120194.1	70525053	8
ENSG00000228570	ENSG00000228570.7	NUTM2E	79841358	10
ENSG00000272425	ENSG00000272425.1	AC009902.3	81275399	8
ENSG00000285870	ENSG00000285870.1	AC012673.1	30696121	12
ENSG00000247877	ENSG00000247877.7	AC021086.1	100428124	5
ENSG00000230487	ENSG00000230487.8	PSMG3-AS1	1570073	7
ENSG00000278268	ENSG00000278268.2	MOAP1	93182196	CHR_HSCHR14_7_CTG1
ENSG00000162739	ENSG00000162739.14	SLAMF6	160485030	1
ENSG00000249787	ENSG00000249787.2	AC113385.1	100399047	5
ENSG00000254027	ENSG00000254027.1	AC009902.2	81279871	8
ENSG00000122176	ENSG00000122176.12	FMOD	203340628	1
ENSG00000251333	ENSG00000251333.3	RTN3P1	145375543	4
ENSG00000118707	ENSG00000118707.10	TGIF2	36573488	20
ENSG00000164687	ENSG00000164687.11	FABP5	81280536	8
ENSG00000278943	ENSG00000278943.1	AC079228.1	145376909	4
ENSG00000256282	ENSG00000256282.1	AC112694.1	18595459	11
ENSG00000261644	ENSG00000261644.2	AC007728.2	50727417	16
ENSG00000015592	ENSG00000015592.16	STMN4	27235323	8
ENSG00000236469	ENSG00000236469.1	AC007881.2	71002531	2
ENSG00000063660	ENSG00000063660.9	GPC1	240435663	2
ENSG00000231247	ENSG00000231247.8	PPP1R18	30666252	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000116035	ENSG00000116035.4	VAX2	70900576	2
ENSG00000247595	ENSG00000247595.4	SPTY2D1OS	18588781	11
ENSG00000167207	ENSG00000167207.13	NOD2	50693588	16
ENSG00000224598	ENSG00000224598.1	RPS5P2	34135432	21
ENSG00000214955	ENSG00000214955.5	AP000317.1	34205055	21
ENSG00000243927	ENSG00000243927.6	MRPS6	34073224	21
ENSG00000182916	ENSG00000182916.8	TCEAL7	103330229	X
ENSG00000157778	ENSG00000157778.8	PSMG3	1567330	7
ENSG00000227542	ENSG00000227542.1	AC092614.1	191229165	2
ENSG00000188976	ENSG00000188976.11	NOC2L	944203	1
ENSG00000239322	ENSG00000239322.1	ATP6V1B1-AS1	70941817	2
ENSG00000226539	ENSG00000226539.1	AC012512.1	223704621	2
ENSG00000067167	ENSG00000067167.8	TRAM1	70573218	8
ENSG00000215003	ENSG00000215003.4	RPL15P20	15931697	16
ENSG00000165028	ENSG00000165028.12	NIPSNAP3B	104764129	9
ENSG00000116039	ENSG00000116039.13	ATP6V1B1	70935900	2
ENSG00000232017	ENSG00000232017.1	ZNF90P2	28888999	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000263684	ENSG00000263684.2	AC005209.1	11874727	17
ENSG00000158352	ENSG00000158352.15	SHROOM4	50591647	X
ENSG00000237458	ENSG00000237458.1	TUBB4BP3	118128748	X
ENSG00000266368	ENSG00000266368.1	AC005410.2	11953889	17
ENSG00000227456	ENSG00000227456.9	LINC00310	34157724	21
ENSG00000278787	ENSG00000278787.4	UBR7	93207056	CHR_HSCHR14_7_CTG1
ENSG00000101082	ENSG00000101082.14	SLA2	36612318	20
ENSG00000163217	ENSG00000163217.2	BMP10	68860909	2
ENSG00000120805	ENSG00000120805.14	ARL1	101393116	12
ENSG00000154957	ENSG00000154957.14	ZNF18	11977439	17
ENSG00000237054	ENSG00000237054.9	PRMT5-AS1	22918947	14
ENSG00000134262	ENSG00000134262.13	AP4B1	113894194	1
ENSG00000228335	ENSG00000228335.1	AC073063.1	99442890	7
ENSG00000163534	ENSG00000163534.15	FCRL1	157794403	1
ENSG00000267646	ENSG00000267646.1	AC008543.5	11796084	19
ENSG00000177599	ENSG00000177599.13	ZNF491	11797667	19
ENSG00000215045	ENSG00000215045.8	GRID2IP	6497462	7
ENSG00000104969	ENSG00000104969.10	SGTA	2754715	19
ENSG00000106244	ENSG00000106244.13	PDAP1	99392048	7
ENSG00000283586	ENSG00000283586.1	GKN3P	68921248	2
ENSG00000239329	ENSG00000239329.8	HLA-DMB	33088404	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000227230	ENSG00000227230.1	AL606534.1	243135898	1
ENSG00000272657	ENSG00000272657.1	AP000317.2	34073592	21
ENSG00000232085	ENSG00000232085.1	AL606534.2	243164638	1
ENSG00000264066	ENSG00000264066.6	AC024267.1	28861072	17
ENSG00000234927	ENSG00000234927.1	HMGN1P18	121050927	7
ENSG00000225555	ENSG00000225555.2	AP000320.1	34353099	21
ENSG00000231508	ENSG00000231508.1	RPL34P20	97393197	10
ENSG00000159197	ENSG00000159197.3	KCNE2	34364024	21
ENSG00000150627	ENSG00000150627.15	WDR17	176065834	4
ENSG00000106034	ENSG00000106034.18	CPED1	120988697	7
ENSG00000143702	ENSG00000143702.16	CEP170	243124428	1
ENSG00000230753	ENSG00000230753.6	ZNF341-AS1	33787373	20
ENSG00000272672	ENSG00000272672.1	AL391497.1	89939601	1
ENSG00000198743	ENSG00000198743.7	SLC5A3	34073578	21
ENSG00000101084	ENSG00000101084.18	RAB5IF	36605779	20
ENSG00000228175	ENSG00000228175.3	GEMIN8P4	89993593	1
ENSG00000004846	ENSG00000004846.16	ABCB5	20615207	7
ENSG00000287066	ENSG00000287066.1	AP000962.3	16505555	21
ENSG00000218416	ENSG00000218416.4	AC110619.1	240449315	2
ENSG00000270139	ENSG00000270139.1	AP001172.2	16417139	21
ENSG00000162068	ENSG00000162068.1	NTN3	2471499	16
ENSG00000141665	ENSG00000141665.12	FBXO15	74073353	18
ENSG00000214976	ENSG00000214976.2	VDAC2P1	16094415	21
ENSG00000116266	ENSG00000116266.11	STXBP3	108746674	1
ENSG00000225715	ENSG00000225715.1	AL512504.1	80709928	X
ENSG00000230837	ENSG00000230837.1	RPL31P2	33752167	20
ENSG00000269950	ENSG00000269950.1	AP000962.1	16574718	21
ENSG00000018236	ENSG00000018236.15	CNTN1	40692439	12
ENSG00000280432	ENSG00000280432.1	AP000962.2	16525919	21
ENSG00000260616	ENSG00000260616.6	AC007728.1	50783859	16
ENSG00000229188	ENSG00000229188.2	AL050349.1	33728931	20
ENSG00000229652	ENSG00000229652.1	AL359837.1	203353365	1
ENSG00000165288	ENSG00000165288.10	BRWD3	80670854	X
ENSG00000237557	ENSG00000237557.1	YWHABP1	38643042	9
ENSG00000271588	ENSG00000271588.1	LARP7P1	203400266	1
ENSG00000284612	ENSG00000284612.1	AL591543.1	38650215	9
ENSG00000254793	ENSG00000254793.1	FDPSP4	42939310	15
ENSG00000283329	ENSG00000283329.1	FAM240B	38694263	9
ENSG00000126259	ENSG00000126259.19	KIRREL2	35855861	19
ENSG00000215386	ENSG00000215386.13	MIR99AHG	15928296	21
ENSG00000228467	ENSG00000228467.2	AL845311.1	38804007	9
ENSG00000083799	ENSG00000083799.17	CYLD	50742050	16
ENSG00000165699	ENSG00000165699.14	TSC1	132891348	9
ENSG00000287838	ENSG00000287838.1	AL953883.1	38949734	9
ENSG00000234680	ENSG00000234680.1	VN2R3P	39016969	9
ENSG00000114529	ENSG00000114529.12	C3orf52	112086335	3
ENSG00000147592	ENSG00000147592.9	LACTB2	70635318	8
ENSG00000007174	ENSG00000007174.18	DNAH9	11598470	17
ENSG00000234159	ENSG00000234159.1	RBPMSLP	15744004	21
ENSG00000281847	ENSG00000281847.2	AL110118.4	93184973	CHR_HSCHR14_7_CTG1
ENSG00000237634	ENSG00000237634.1	LINC01556	28940401	CHR_HSCHR6_MHC_COX_CTG1
ENSG00000215032	ENSG00000215032.2	GNL3LP1	60891935	5
ENSG00000255345	ENSG00000255345.1	AP002957.1	79092848	11
ENSG00000236657	ENSG00000236657.1	BX908719.1	33124094	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000155313	ENSG00000155313.15	USP25	15730025	21
ENSG00000049167	ENSG00000049167.14	ERCC8	60873831	5
ENSG00000149256	ENSG00000149256.15	TENM4	78652831	11
ENSG00000243189	ENSG00000243189.7	HLA-DMA	33102388	CHR_HSCHR6_MHC_MANN_CTG1
ENSG00000025293	ENSG00000025293.17	PHF20	35771974	20
ENSG00000275947	ENSG00000275947.2	TMEM251	93184951	CHR_HSCHR14_7_CTG1
ENSG00000257543	ENSG00000257543.1	AC063948.1	101408372	12
ENSG00000239413	ENSG00000239413.1	RPS27P23	101424441	12
ENSG00000238049	ENSG00000238049.2	Z92846.1	103347462	X
ENSG00000148481	ENSG00000148481.14	MINDY3	15778170	10
ENSG00000166211	ENSG00000166211.7	SPIC	101475421	12
ENSG00000275619	ENSG00000275619.2	GON7	93202894	CHR_HSCHR14_7_CTG1
ENSG00000246366	ENSG00000246366.6	LACTB2-AS1	70608577	8
ENSG00000224397	ENSG00000224397.7	SMIM25	50247643	20
ENSG00000280562	ENSG00000280562.1	AL132838.3	93223598	CHR_HSCHR14_7_CTG1
ENSG00000174500	ENSG00000174500.13	GCSAM	112120839	3
ENSG00000286420	ENSG00000286420.1	AC093796.1	145444899	4
ENSG00000248745	ENSG00000248745.2	NMNAT1P4	145456005	4
ENSG00000188783	ENSG00000188783.6	PRELP	203475806	1
ENSG00000151640	ENSG00000151640.13	DPYSL4	132186948	10
ENSG00000287187	ENSG00000287187.1	AL449403.3	96129869	9
ENSG00000085449	ENSG00000085449.15	WDFY1	223855716	2
ENSG00000185222	ENSG00000185222.10	TCEAL9	103356489	X
ENSG00000132881	ENSG00000132881.12	CPLANE2	16231692	1
ENSG00000167842	ENSG00000167842.15	MIS12	5486285	17
ENSG00000224546	ENSG00000224546.2	EIF4BP3	96146007	9
ENSG00000226186	ENSG00000226186.1	ELOCP21	70955899	2
ENSG00000188770	ENSG00000188770.9	OPTC	203494143	1
ENSG00000095380	ENSG00000095380.11	NANS	98056732	9
ENSG00000234485	ENSG00000234485.5	OR7E46P	71037685	2
ENSG00000228076	ENSG00000228076.2	AL591719.1	108766841	1
ENSG00000233732	ENSG00000233732.5	IGHV3OR16-10	32995048	16
ENSG00000183607	ENSG00000183607.10	GKN2	68945232	2
ENSG00000271130	ENSG00000271130.1	IGHV3OR16-8	33009175	16
ENSG00000144031	ENSG00000144031.12	ANKRD53	70978380	2
ENSG00000271926	ENSG00000271926.1	AC008972.1	72953635	5
ENSG00000174132	ENSG00000174132.9	FAM174A	100535374	5
ENSG00000185958	ENSG00000185958.9	FAM186A	50326230	12
ENSG00000272081	ENSG00000272081.1	AC008972.2	72955206	5
ENSG00000259852	ENSG00000259852.2	IGHV1OR16-2	32978461	16
ENSG00000233929	ENSG00000233929.1	MT1XP1	16241213	1
ENSG00000008086	ENSG00000008086.11	CDKL5	18425583	X
ENSG00000185739	ENSG00000185739.13	SRL	4189374	16
ENSG00000254563	ENSG00000254563.1	AP002768.1	78749250	11
ENSG00000072849	ENSG00000072849.11	DERL2	5471254	17
ENSG00000270864	ENSG00000270864.1	IGHV3OR16-6	32915074	16
ENSG00000257851	ENSG00000257851.2	HNRNPA3P10	51712469	12
ENSG00000254885	ENSG00000254885.1	AP001547.1	79191558	11
ENSG00000286239	ENSG00000286239.1	AC093884.1	223757258	2
ENSG00000250806	ENSG00000250806.2	AC027315.1	100654112	5
ENSG00000259997	ENSG00000259997.2	IGHV1OR16-4	33002333	16
ENSG00000205309	ENSG00000205309.14	NT5M	17303335	17
ENSG00000152056	ENSG00000152056.17	AP1S3	223751686	2
ENSG00000267275	ENSG00000267275.1	AC020911.2	16283359	19
ENSG00000106785	ENSG00000106785.15	TRIM14	98069275	9
ENSG00000099795	ENSG00000099795.7	NDUFB7	14566078	19
ENSG00000226167	ENSG00000226167.1	AP4B1-AS1	113856635	1
ENSG00000261259	ENSG00000261259.1	AC142086.5	32951993	16
ENSG00000162664	ENSG00000162664.17	ZNF326	89995110	1
ENSG00000260610	ENSG00000260610.1	AC142086.3	32931768	16
ENSG00000231128	ENSG00000231128.6	AL137856.1	113812379	1
ENSG00000260921	ENSG00000260921.1	AC142086.4	32995537	16
ENSG00000163013	ENSG00000163013.11	FBXO41	73254682	2
ENSG00000261834	ENSG00000261834.2	IGHV3OR16-15	32903442	16
ENSG00000161813	ENSG00000161813.22	LARP4	50392383	12
ENSG00000126803	ENSG00000126803.9	HSPA2	64535905	14
ENSG00000277304	ENSG00000277304.1	AC142086.6	32916974	16
ENSG00000188761	ENSG00000188761.13	BCL2L15	113876816	1
ENSG00000244582	ENSG00000244582.2	RPL21P120	21504558	17
ENSG00000182896	ENSG00000182896.12	TMEM95	7355123	17
ENSG00000230444	ENSG00000230444.1	TFAMP1	1614590	7
ENSG00000266050	ENSG00000266050.3	AC233702.6	21573536	17
ENSG00000203999	ENSG00000203999.9	LINC01270	50292709	20
ENSG00000264023	ENSG00000264023.1	AC068418.1	21457434	17
ENSG00000224600	ENSG00000224600.5	AL031864.2	171824610	1
ENSG00000287671	ENSG00000287671.1	AC068418.3	21442805	17
ENSG00000163932	ENSG00000163932.15	PRKCD	53156009	3
ENSG00000139514	ENSG00000139514.13	SLC7A1	29509414	13
ENSG00000126804	ENSG00000126804.13	ZBTB1	64503712	14
ENSG00000265043	ENSG00000265043.1	AC068418.2	21456513	17
ENSG00000231476	ENSG00000231476.1	AC074389.2	1620654	7
ENSG00000037637	ENSG00000037637.11	FBXO42	16246840	1
ENSG00000266466	ENSG00000266466.1	AC233702.7	21532974	17
ENSG00000166592	ENSG00000166592.12	RRAD	66921679	16
ENSG00000266673	ENSG00000266673.1	AC233702.8	21552509	17
ENSG00000228384	ENSG00000228384.4	AC007040.1	70994510	2
ENSG00000265881	ENSG00000265881.1	PDLIM1P2	21444833	17
ENSG00000264245	ENSG00000264245.1	AC233702.3	21573770	17
ENSG00000224077	ENSG00000224077.1	AP000936.1	117098987	11
ENSG00000234977	ENSG00000234977.1	AC074389.3	1691906	7
ENSG00000124357	ENSG00000124357.13	NAGK	71064344	2
ENSG00000225236	ENSG00000225236.1	AP000936.2	117117794	11
ENSG00000212719	ENSG00000212719.12	C17orf51	21428263	17
ENSG00000157617	ENSG00000157617.17	C2CD2	41885112	21
ENSG00000236081	ENSG00000236081.1	ELFN1-AS1	1738630	7
ENSG00000254851	ENSG00000254851.1	AP005018.2	117135528	11
ENSG00000225968	ENSG00000225968.7	ELFN1	1688119	7
ENSG00000259160	ENSG00000259160.1	AL049869.4	64535702	14
ENSG00000233077	ENSG00000233077.1	LINC01271	50310711	20
ENSG00000283285	ENSG00000283285.1	AC011460.1	51914675	19
ENSG00000081019	ENSG00000081019.13	RSBN1	113761832	1
ENSG00000179841	ENSG00000179841.8	AKAP5	64465499	14
ENSG00000205971	ENSG00000205971.3	AC074389.1	1692810	7
ENSG00000233847	ENSG00000233847.1	AC022445.1	60917490	5
ENSG00000215030	ENSG00000215030.5	RPL13P12	17383377	17
ENSG00000287980	ENSG00000287980.1	AL391557.1	118185349	1
ENSG00000270677	ENSG00000270677.1	AC007363.1	36656322	2
ENSG00000227158	ENSG00000227158.1	AC073621.1	17422681	17
ENSG00000178503	ENSG00000178503.6	NECAP1P1	37585500	7
ENSG00000254678	ENSG00000254678.1	AP005018.1	117143891	11
ENSG00000165752	ENSG00000165752.17	STK32C	132207492	10
ENSG00000230865	ENSG00000230865.1	TSEN15P1	17456427	17
ENSG00000166831	ENSG00000166831.9	RBPMS2	64739891	15
ENSG00000162444	ENSG00000162444.12	RBP7	9997206	1
ENSG00000258824	ENSG00000258824.2	AL122035.1	64422935	14
ENSG00000141744	ENSG00000141744.3	PNMT	39667981	17
ENSG00000141026	ENSG00000141026.6	MED9	17476994	17
ENSG00000259116	ENSG00000259116.2	AL049869.3	64513952	14
ENSG00000262468	ENSG00000262468.6	LINC01569	4243943	16
ENSG00000166394	ENSG00000166394.15	CYB5R2	7665100	11
ENSG00000213316	ENSG00000213316.9	LTC4S	179793980	5
ENSG00000272909	ENSG00000272909.1	AL122035.2	64440369	14
ENSG00000131375	ENSG00000131375.10	CAPN7	15206152	3
ENSG00000268758	ENSG00000268758.7	ADGRE4P	6952500	19
ENSG00000230750	ENSG00000230750.1	SDAD1P2	10385779	20
ENSG00000126705	ENSG00000126705.14	AHDC1	27534035	1
ENSG00000100714	ENSG00000100714.17	MTHFD1	64388031	14
ENSG00000108551	ENSG00000108551.5	RASD1	17494437	17
ENSG00000134242	ENSG00000134242.16	PTPN22	113813811	1
ENSG00000165689	ENSG00000165689.17	ENTR1	136401922	9
ENSG00000257680	ENSG00000257680.1	AC016144.1	40728811	12
ENSG00000274682	ENSG00000274682.1	AC015540.1	40978744	12
ENSG00000168724	ENSG00000168724.17	DNAJC21	34929559	5
ENSG00000265265	ENSG00000265265.1	AC233702.5	21519514	17
ENSG00000234274	ENSG00000234274.1	COX7BP2	35850674	20
ENSG00000268845	ENSG00000268845.1	AC025278.1	6953211	19
ENSG00000103222	ENSG00000103222.19	ABCC1	15949577	16
ENSG00000176208	ENSG00000176208.9	ATAD5	30831966	17
ENSG00000219608	ENSG00000219608.3	HIGD1AP16	35878476	20
ENSG00000269761	ENSG00000269761.1	AC025278.2	7005012	19
ENSG00000226881	ENSG00000226881.5	H3F3AP5	50905438	X
ENSG00000283679	ENSG00000283679.1	AC025278.3	7011884	19
ENSG00000171295	ENSG00000171295.12	ZNF440	11814284	19
ENSG00000130385	ENSG00000130385.5	BMP15	50910784	X
ENSG00000196589	ENSG00000196589.6	MBD3L2B	7018969	19
ENSG00000238190	ENSG00000238190.1	HMGB1P15	50931114	X
ENSG00000227493	ENSG00000227493.1	AC239367.1	51030422	X
ENSG00000230926	ENSG00000230926.1	AC239367.2	51082818	X
ENSG00000237247	ENSG00000237247.6	MBD3L5	7030578	19
ENSG00000161021	ENSG00000161021.13	MAML1	179732822	5
ENSG00000234950	ENSG00000234950.1	RBMY2OP	9951553	Y
ENSG00000287063	ENSG00000287063.1	AL356489.3	33706679	9
ENSG00000236718	ENSG00000236718.4	RBMY2QP	9954532	Y
ENSG00000283444	ENSG00000283444.1	GPR141BP	37796058	7
ENSG00000253859	ENSG00000253859.2	AC018616.1	81439436	8
ENSG00000205186	ENSG00000205186.3	FABP9	81458383	8
ENSG00000227301	ENSG00000227301.1	AL356489.1	33719690	9
ENSG00000086288	ENSG00000086288.11	NME8	37848597	7
ENSG00000205718	ENSG00000205718.9	MBD3L4	7037748	19
ENSG00000215905	ENSG00000215905.4	AL590609.1	24007881	1
ENSG00000147588	ENSG00000147588.7	PMP2	81440326	8
ENSG00000243643	ENSG00000243643.1	TSPY20P	10036195	Y
ENSG00000124092	ENSG00000124092.12	CTCFL	57495966	20
ENSG00000225685	ENSG00000225685.1	TSPY5P	10066554	Y
ENSG00000255209	ENSG00000255209.1	AP001978.1	79604967	11
ENSG00000278478	ENSG00000278478.1	AC006987.1	10070131	Y
ENSG00000134453	ENSG00000134453.16	RBM17	6089034	10
ENSG00000279295	ENSG00000279295.1	AP001541.1	79966805	11
ENSG00000231411	ENSG00000231411.1	DUX4L31	10171590	Y
ENSG00000265511	ENSG00000265511.1	AC020558.2	17507351	17
ENSG00000261218	ENSG00000261218.5	AC099524.1	81738248	16
ENSG00000286430	ENSG00000286430.1	AC020558.4	17504005	17
ENSG00000164182	ENSG00000164182.11	NDUFAF2	60945205	5
ENSG00000254471	ENSG00000254471.1	AP001284.1	79987513	11
ENSG00000226061	ENSG00000226061.1	PCMTD1P1	10173853	Y
ENSG00000221947	ENSG00000221947.7	XKR9	70669365	8
ENSG00000254434	ENSG00000254434.1	AP006295.1	80321620	11
ENSG00000114698	ENSG00000114698.15	PLSCR4	146192335	3
ENSG00000111229	ENSG00000111229.16	ARPC3	110434823	12
ENSG00000133027	ENSG00000133027.18	PEMT	17505563	17
ENSG00000255014	ENSG00000255014.1	ARL6IP1P3	80653429	11
ENSG00000223866	ENSG00000223866.1	AC002486.1	20641558	7
ENSG00000142661	ENSG00000142661.19	MYOM3	24056035	1
ENSG00000287015	ENSG00000287015.1	AL161797.1	90045998	1
ENSG00000258560	ENSG00000258560.1	AL157912.1	100052803	14
ENSG00000237264	ENSG00000237264.4	FTH1P11	81521682	8
ENSG00000258693	ENSG00000258693.1	AL133368.2	99977115	14
ENSG00000255178	ENSG00000255178.1	AP002759.1	80751200	11
ENSG00000253374	ENSG00000253374.5	AC023644.1	81521618	8
ENSG00000236835	ENSG00000236835.1	HCG14	28896693	CHR_HSCHR6_MHC_MCF_CTG1
ENSG00000287406	ENSG00000287406.1	AC098656.1	90242088	1
ENSG00000196405	ENSG00000196405.13	EVL	99971449	14
ENSG00000234524	ENSG00000234524.1	RPL12P43	118146063	X
ENSG00000197943	ENSG00000197943.10	PLCG2	81739097	16
ENSG00000256453	ENSG00000256453.2	DND1	140670794	5
ENSG00000287372	ENSG00000287372.1	AL627316.1	90388193	1
ENSG00000263531	ENSG00000263531.1	AC130324.1	30863921	17
ENSG00000170323	ENSG00000170323.8	FABP4	81478419	8
ENSG00000276945	ENSG00000276945.1	AC008498.1	61145846	5
ENSG00000059915	ENSG00000059915.17	PSD	102402617	10
ENSG00000270619	ENSG00000270619.1	AL391358.1	118278159	X
ENSG00000265334	ENSG00000265334.1	AC130324.2	30834325	17
ENSG00000279985	ENSG00000279985.1	AC008498.2	61114432	5
ENSG00000254437	ENSG00000254437.1	AP003398.1	80957317	11
ENSG00000285568	ENSG00000285568.1	AP003398.2	81015849	11
ENSG00000286962	ENSG00000286962.1	AC027128.1	10914196	3
ENSG00000230522	ENSG00000230522.5	MBD3L2	7049321	19
ENSG00000132164	ENSG00000132164.10	SLC6A11	10816201	3
ENSG00000229201	ENSG00000229201.1	AC092783.1	90510910	1
ENSG00000146007	ENSG00000146007.10	ZMAT2	140698680	5
ENSG00000166681	ENSG00000166681.13	BEX3	103376340	X
ENSG00000287912	ENSG00000287912.1	AP003464.1	81175201	11
ENSG00000197416	ENSG00000197416.4	FABP12	81524981	8
ENSG00000145868	ENSG00000145868.16	FBXO38	148383935	5
ENSG00000104313	ENSG00000104313.20	EYA1	71197433	8
ENSG00000227425	ENSG00000227425.1	MRPS21P2	157861197	1
ENSG00000073754	ENSG00000073754.6	CD5L	157830911	1
ENSG00000236187	ENSG00000236187.1	GJA6P	18535079	X
ENSG00000228968	ENSG00000228968.1	AC096554.1	104125268	2
ENSG00000283025	ENSG00000283025.1	AC027045.3	9805443	17
ENSG00000225314	ENSG00000225314.1	AC018634.1	37821210	7
ENSG00000282882	ENSG00000282882.2	AC027045.2	9764186	17
ENSG00000233955	ENSG00000233955.1	AHCYP3	104395002	2
ENSG00000184544	ENSG00000184544.11	DHRS7C	9771434	17
ENSG00000106483	ENSG00000106483.12	SFRP4	37905932	7
ENSG00000102104	ENSG00000102104.8	RS1	18639910	X
ENSG00000042980	ENSG00000042980.12	ADAM28	24294040	8
ENSG00000276450	ENSG00000276450.1	NCR1	54905329	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
ENSG00000227157	ENSG00000227157.2	AC068535.1	104406471	2
ENSG00000149091	ENSG00000149091.15	DGKZ	46332905	11
ENSG00000230703	ENSG00000230703.1	AL591178.2	24066774	1
ENSG00000272735	ENSG00000272735.1	AC007881.3	71067519	2
ENSG00000225315	ENSG00000225315.2	AL591178.1	24040835	1
ENSG00000274918	ENSG00000274918.1	AC116447.1	35317396	18
ENSG00000225765	ENSG00000225765.2	LINC01831	104412146	2
ENSG00000257267	ENSG00000257267.3	ZNF271P	35290282	18
ENSG00000113532	ENSG00000113532.13	ST8SIA4	100806933	5
ENSG00000233776	ENSG00000233776.5	LINC01251	33732975	9
ENSG00000144043	ENSG00000144043.12	TEX261	70985942	2
ENSG00000277552	ENSG00000277552.1	KIR3DL3	54724203	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000165688	ENSG00000165688.12	PMPCA	136410641	9
ENSG00000227780	ENSG00000227780.5	ZBTB22	33292340	CHR_HSCHR6_MHC_DBB_CTG1
ENSG00000287495	ENSG00000287495.1	AL356489.4	33730345	9
ENSG00000130816	ENSG00000130816.16	DNMT1	10133345	19
ENSG00000107872	ENSG00000107872.12	FBXL15	102419189	10
ENSG00000267089	ENSG00000267089.1	AC008543.4	11841241	19
ENSG00000086289	ENSG00000086289.12	EPDR1	37683843	7
ENSG00000196510	ENSG00000196510.12	ANAPC7	110372900	12
ENSG00000140320	ENSG00000140320.12	BAHD1	40439721	15
ENSG00000171291	ENSG00000171291.8	ZNF439	11848726	19
ENSG00000214978	ENSG00000214978.7	GSG1L2	9802386	17
ENSG00000231715	ENSG00000231715.1	COX6CP2	50479767	20
ENSG00000185049	ENSG00000185049.15	NELFA	1982714	4
ENSG00000251261	ENSG00000251261.4	OR7H2P	101816475	5
ENSG00000278944	ENSG00000278944.1	AC027045.1	9791227	17
ENSG00000226963	ENSG00000226963.1	AC078883.2	172427774	2
ENSG00000249495	ENSG00000249495.1	AC117525.1	101976296	5
ENSG00000278897	ENSG00000278897.1	AC020951.1	11856032	19
ENSG00000277885	ENSG00000277885.1	KIR2DS2	54738243	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
ENSG00000250902	ENSG00000250902.1	SMAD1-AS1	145514615	4
ENSG00000182315	ENSG00000182315.9	MBD3L3	7056209	19
ENSG00000152256	ENSG00000152256.13	PDK1	172555373	2
ENSG00000170365	ENSG00000170365.10	SMAD1	145481194	4
ENSG00000236957	ENSG00000236957.7	AL139010.1	157925065	1
ENSG00000187037	ENSG00000187037.8	GPR141	37683796	7
